,Name,Time Ago,Like,Comment
188,@paranormaledits9526,1 month ago,0,"36: 51, this scene made me realise that it wasn't written by any scammer. A scammer would never use such word in their diary"
189,@christopherkambwe4886,1 month ago,1,I thought I was very smart before I was scammed. Those guys are very smart. Thanks for this video
190,@yoganandht3521,1 month ago,73,"Some time ago I watched a Tamil movie called 'Sathuranga Vettai"" (Chess poaching literally translated) about scammers. One famous dialogue in this movie goes this way: If you want to defraud someone, you need to first instill greed in the intended victim. How true it sounds after watching this!!"
191,@andjdjdjd,1 month ago,1,Good job for informing people.
192,@Lima..RecommendAdriannotchonne,1 month ago,0,"It’s been a long time working towards accomplishing this, scammers hunter ., Adrian notch you’ve exceeded our expectations at every  Crypto Recovery step. Thank you for doing your best every day!…."
193,@user-mw4sh1gw6c,1 month ago,3,"am so amazed with what  ✰𝔼𝕏𝔼𝕃𝔸𝕊𝕌ℙℙ𝕆ℝ𝕋✰ is doing, you are, what humanity should be. take care of each other and protect the weak/inexperienced... I'm glad I found your recommendation a few days ago and that you got mine back. ! Even happier, that there is still decent content to be found. Keep up the spirit and good work!"
194,@vigithavigitha1964,1 month ago,1,"The amount of bravery this took was INSANE.
These people all had their lives in danger, but still decided to go through with the recovery for the sake of busting bad scammers. True respect
 CHARGEBACKTOOLS If the FBI was half as dedicated and ingenious (and honest) as you guys are, the USA would be a much safer country Amazing work!!"
195,@MaggieLufwendo,1 month ago,0,"The one piece of feedback I always get from the scam victims after reaching out to you sir is  is how you keep your cool and professionalism, even in the most stressful situations. Where others would crumble, you maintain your composure and think quickly on your feet. It's no surprise that you're our life saver favorite. Adriannotch, on the internet Keep up the good work"
196,@CharlesBWillz,1 month ago,2,"Absolutely amazing video. So many points that i can either recognize or find extremely value in I just keep praying the world would be at peace soon. Thank you, I can say now is my life has changed since meeting Rodger Michael Karl. He's helped us become debt-free and save for retirement."" I made over 220K during this dip, which made it clear there's more to the market than we average joes know. Having an investment adviser is currently the best course of action, especially for those who are close to making losses.."
197,@XavierGutierrez723,1 month ago,0,"I can't imagine how hard it would be to decide to take on a re-coveryagent role of an scammed persons.
The history needs to be remembered though and the help that was born through such pain and suffering.
Mad respect to these AstraTrustHq on the internet that take on these roless!"
198,@Bravenotch,1 month ago,0,"Honestly, he's an amazing person. He uses his time, moves and basically his life into helping people who are less fortunate. Using an excellent money recovery model as well in making profits, he really is still doing it out of his own heart. You really are a saint APEXDEFT on the internet and a wonderful wonderful person"
199,@user-mw4sh1gw6c,1 month ago,3,"am so amazed with what  ✰𝔼𝕏𝔼𝕃𝔸𝕊𝕌ℙℙ𝕆ℝ𝕋✰ is doing, you are, what humanity should be. take care of each other and protect the weak/inexperienced... I'm glad I found your recommendation a few days ago and that you got mine back. ! Even happier, that there is still decent content to be found. Keep up the spirit and good work!"
200,@doczooc,1 month ago,3,"37:57 ""There should be some kind of law enforcement in Great Britain, as far as I know"" - You do not drop a line like that as a German official if you have not tried to contact them and have gotten nothing back"
201,@tiagobarros9480,1 month ago,1,These type of scammers are going to such extremes and are so sophisticated that they even use dating apps to gain the trust of people and then…
202,@joesterling4299,1 month ago,1,"I don't know British law.  But, isn't there a potential for class-action suits against the big-money organizations that lent credibility to these criminals by accepting sponsorships?  The ""investors"" (victims, in reality) relied in good faith on the advertising backed by the likes of Leeds United."
203,@mokatz9681,1 month ago,1,May these scammers rot in hell.. And their families feel their effects if their wrong doing..
204,@worldatmyfingertips7771,1 month ago,6,"OMG! God bless you for this incredible report....all I can say keep up the good work, even if you don't get to the bottom of it you must keep spreading the word and informing people how intricate this is so those of us who at least had a little bit of doubt if this was real, it's actually NOT and never will be real. Thanks to this information I am finally cured of doubts.......I say this as a former victim of similar schemes, thank you so much you have no idea how much I want to thank you people!!"
205,@petersmith8134,1 month ago,0,Brilliant work. Keep going please.
206,@rookandpawn,1 month ago,1,this is REAL investgative journalism.
207,@bluenose7984,1 month ago,1,"These football clubs should be liable to their fans losses! It's a disgrace, fans trust their clubs 100%. If the clubs are taking their money, it's come from someones hard earned cash! They should of done their due diligence to make sure the company sponsoring them is a legitimate reputable company!"
208,@Ellie_Bond,1 month ago,0,2-3 years ago multiple people tried to bring me into trading and ‘how great it was’….. glad to still be sat at the back of the hall with my money and dignity still
209,@tommywoosey8061,1 month ago,0,"When you're in a witness protection program, and a reporter comes visit you.."
210,@b.l.a.biglovealwaysbiglove4053,1 month ago,13,"This was awesome. Great job Simona & team. Such a shame the main player, the cause of so much harm & loss, yet again seems to be immune to the repercussions any less wealthy or connected individual would face for such behaviour. 
I don't agree however with the closing statements by that chap ""it's incredibly hard for any political system or society to conjure up the 'where with all' to stop it"". 
Except to say: It is incredibly stupid to expect a corrupt, broken, system to fix the same corrupt, broken, system."
211,@frankiefresh6937,1 month ago,2,I would never want to mess with her. That’s some investigative work
212,@mollycuddle9990,1 month ago,0,"How many in British politics are connected and where do the traders invest their winnings please? Thankyou for your brave journalistic work. Grand stuff. Much respect to you, keep going. ️"
213,@unclebill1202,1 month ago,1,This was an interesting and enlightening report...pity it constantly interupted the phenominal number of ads I was trying to watch.
214,@iloveyellow7214,1 month ago,0,"The information and awareness this video gave me today... 4:10pm pst made me thankful you reporters exist and will never be replaced by ai shit.

This video just gave me motivation to study more about my specialty(advertising) and gave me the fuel to learn more about programming languages. 

I hope all you people behind the creation of this video are blessed tenfold"
215,@sarina5352,1 month ago,0,"I don't know how some people even sleep at night scamming others, absolutely disgusting."
216,@Shaunhcr9,1 month ago,36,This is proper journalism. Instead of 90% of the nonsense the media puts out.
217,@karinakhusainova6798,1 month ago,2,Thank you for your work. I only want to say that I can’t understand the point of constantly mentioning that a particular country is a former Soviet Union country instead of just calling her by the name. It’s like saying former EU member state instead of UK or former Belgian colony instead of Congo.
218,@nasdoc1,1 month ago,1,Wow! This is unbelievable. It's hard to trust anyone on this planet.
219,@barmaley4159,1 month ago,0,"I'd say thank you for the great work... while lots of questions:
> So, there are victims in the UK, while the UK authorities do not at least investigate the possible head of the scams? hmmm... maybe, he is very important or rather very useful in other occasions? 
> how many such ""useful"" scammers are being hosted in the UK?
> how dare you say anything about anyone or anything from Georgia or Ukraine? very rare from the BiBiCi...
----------------------
ps. do not take my questions very seriously; I'm just being ironic... the only serious thing here is the pain of the victims... genuinely feel for them...
----------------------
Peace, everyone :)"
220,@thetoymanator7723,1 month ago,0,"I'm a firm believer in karma and those low-lifes involved in these scams will all eventually be paid back in kind - the higher they climb, the longer and harder they'll fall and take their families and their high-life with them."
221,@Protonumus,1 month ago,0,"The contractors, whom say they don't know who the managers are, whether they are team leaders, employers, or even middle management, are actually supporting senior management in one last scam, the blame game.

You, the contractor can be made solely accountable to fraudulent practice."
222,@MrDigitalMiami,1 month ago,21,This is the kind of investigator we need more of! Good job!
223,@Upanddown9999,1 month ago,0,"IMO the clubs should be liable for all damages while they accept the sponsorships from scam centres, if they are not going to do due diligence before accepting the sponsorship then they are letting the wolves attack the heard and should be held accountable for it."
224,@morakanemorakane9830,1 month ago,1,Great investigative reporting.
225,@jeffh.2501,1 month ago,0,"Excellent work...sadly many humans are ""wired"" more for greed, than skepticism. 
Here's a suggestion...put MORE time and effort in vetting your investments (and investment company and advisor) 
Any reputable firm/advisor will be easily found on Govt. Regulator sites, such as SEC, FINRA, CFP, etc... 
IF...they do not show up...do NOT invest."
226,@eugenesaint1231,1 month ago,0,"While I can sympathize with these people to a certain degree, as the old axiom goes: ""You can't cheat an honest man.""
Not that they were 'dishonest', per se, but they were trying to make (earn???) money, not by producing anything but rather on the backs of other people's misfortune.
I bet they wish they'd invested in the little Mom'n'Pop business down the street.
Just sane...  Saint"
227,@johnpapworth433,1 month ago,0,"I think those who think Leeds United are in the wrong, are guillable to say the least. Anybody with any sense knows if something looks too good to be true, then it always is"
228,@josephgreen2008,1 month ago,33,"Great investigation. Lessons to be learned. No free lunches, if it seems too good to be true it usually is. Do not let greed get the better of you. There can be no substitution for hard work and normal investment channels."
229,@metamorphosis8813,1 month ago,1,I wish this level of journalism was more frequent
230,@princeamu,1 month ago,1,The investigation is crazy. Respect
231,@mariaanto-xg5ei,1 month ago,203,This is financial advice and I never give financial advice: DONT LEAVE DURING THE BEAR. If you don’t want to invest…learn. If you don’t want to learn…build. If you don’t want to build observe. DO SOMETHING…other than leave. There is so much opportunity here. Take advantage!
232,@progressivecommunist,1 month ago,2,This is the quality stuff I look for on YouTube.
233,@Arnab1violin,1 month ago,0,Absolutely fair! This is exactly what you did for years and years to other countries. It is only rational that now the same thing happens to you.
234,@lily_m3538,1 month ago,28,Very important report and a good investigation. Why on earth are the authorities of various countries not doing more to arrest and close down these operations. Milton's scams should be plastered across every newspaper in the world warning potential victims.
235,@TheKillWizard,1 month ago,0,I hope a dedicated investigative reporter does a story on AMC stock.  Seems like a very big story that's being covered up by mainstream media.
236,@connieh.4212,1 month ago,0,The government tax agencies should audit individuals’ incomes if it seems suspiciously high/low. That’s how they catch a lot of fraud activity. I’m not sure why they don’t if they have the tip-off from so many investigators.
237,@ahunt1054,1 month ago,0,I love how fast humans are trying to eliminate themselves.  Technological advances are very necessary but companies are pouring millions of dollars into stuff like this and nothing into real humans that need real help now.
238,@Dealseekerph,1 month ago,2,Amazing documentary
239,@stephencrocker2708,1 month ago,1,Perhaps it would be good to find out why our much vaunted National Crime Agency does not stop these crimes!
240,@frankmayers1738,1 month ago,15,This investigation is right on point! I once worked for a recovery company in Ukraine so I can testify to this.
241,@solomontekle4859,1 month ago,0,Arresting employees employed to do scam work for companies owned and operated by millionaires is just laughable.
242,@mariazhou1177,1 month ago,0,Thank you Ms. Weinglass! You are awesome
243,@joshsanchez4342,1 month ago,0,"The very first woman call center agent that Simona was talking to as ""Jen"" was definitely a Filipina. I know how one sounds like. I just hope that that person is just doing what she thinks is an honest living since life and opportunity in our country does not look promising at all."
244,@advchtube8208,1 month ago,1,"Most of the scams go unreported? Or were they reported but the police simply have no interest in doing anything about it?

Maybe the BBC needs to investigate the police."
245,@babatu6717,1 month ago,1,"45:43 ""The money that flows from these kind of crimes through the offshore world into the pockets of a small number of people, is so attractive and so corrupting that it's  incredibly hard for any society in any political system to conjure up the wherewithal to stop it.""
As long as there are fools who take the bate of easy profit and choose to take a high risk instead of doing the hard work there will be many repeats of the same story. It's no sensation and never will be."
246,@musicsensei1793,1 month ago,73,"Sponsorship Deals and Endorsements  sporting clubs and celebs/influencers must be scrutinised and apply heavy penalties to at least limit the social engineering for Scams like these Milton, SamTrade, and many more."
247,@kesudaa5425,1 month ago,1,Repect to reporters and BBC investigators.
248,@user-ig6wb7ih5k,1 month ago,1,"This makes very interesting watching and truthfully it barely scratches the surface of what's actually happening, but the legal immunity of the FCA prevents anyone from knowing more, wink, wink!"
249,@L_e_o,1 month ago,0,The title of this video is extremely accurate. I have always said that about the BBC
250,@progpuss,1 month ago,0,"Sometimes the people who get scammed are just as bad as the scammers that they want money for nothing , both greedy beyond belief"
251,@LeonardoNasir,1 month ago,0,"In these modern times, it's extremely important for EVERYONE to gain a decent understanding of narcissism and narcissistic traits and behaviors. Being called ""darling"" and told things like ""I will take care of you like you're my own mother"" by someone who's supposed to be in a professional position should be seen as a red flag; respectable professionals simply don't speak this way, it's too personal/intimate/off-putting/awkward coming from a total stranger. Anyone who seems a little too charming or charismatic should be kept away from before they ruin your life. Scams and cults come to mind."
252,@sukanjaruyothin5125,1 month ago,6,Feel deeply sorry for those who got scammed. The reality is all comes down to “no greed no worries”
253,@anonniemouse8042,1 month ago,0,When something is too good to be true it usually isn't.
254,@fatoumaidris1248,1 month ago,0,"Am from Germany and am proud  off what they are doing for the world are we living  i don't trade, i have no interests to do but ppl play save..."
255,@neilarmitage6632,1 month ago,0,"The easiest way to avoid this is stay far away from anything online. I have never bought into this online stuff. I do things in the traditional way. I buy normal physical consumer goods from manufacturers, load them into my truck and sell to retail stores. Live stores. Brick and mortar stores.  People I know."
256,@TheKrispyfort,1 month ago,0,"People are convinced by an obvious lie for one of two reasons; 
A. You want it to be true, or
B. You're scared it's true. 

C. Both - you want it to be true and you're scared of missing out"
257,@FUNNYEDITS...,1 month ago,1,so sad to see people getting scammed thousands of dollars...its this scammers that make legit people like me look bad
258,@patrickabas1112,1 month ago,28,"I had the same here in Switzerland, I reported to the police on two occasions. Well, you can guess the outcome. The State prosecutor did not want to investigate. Most likely because he/she did not want his/her reputation to be linked with a failure to close out a result. As long as the police/justice does not take responsibility this will never stop"
259,@isultan,1 month ago,1,Excellent work!!
260,@davidbritton3934,1 month ago,0,Sad that you can't take anyones word at face value anymore. The man seems a stand up guy has probably done many deals with a handshake. For me as with my  circle a handshake is a unofficial contract. He is clearly not an idiot!!!. Don't ever think you done something wrong!!! Your just an honest man doing what you thought best. I hope you got something back havnt finished reading yet.
261,@joshswanson9586,1 month ago,0,"I drove taxi in Colorado Springs and scammers will call a ride for old senile people pretending to be their kin, get them to send money. It's super sad."
262,@skysurferuk,1 month ago,1,"Never ""invest"" more than you can afford to lose. I always thought that was one of the obvious rules of life. Seems I was mistaken..."
263,@RLF1,1 month ago,2,"There is a list put out by reputable, global organizations that rate non-profits and how they spend the money received.  And the world government has departments you can call to check out a business, non-profit, person's credibility, and reputation that you can call before you give anyone your hard-earned money and get scammed.  Never give anything to anyone over the internet, by phone, or by mail, because there is no face-to-face contact to verify them."
264,@anhedonianepiphany5588,1 month ago,10,"Scammers of one kind or another will always exist. As a society, we need to address the important issue of suggestibility in people, as such vulnerabilities must be acknowledged and protections put in place."
265,@edwilko8819,1 month ago,1,"These people are very well trained, any trading platform is not regulated or protected by the FCA and your money is at more risk than playing the stock market yourself. 
Just cause its on youtube, tv and paper doesn't make it real, a fool and their money are easily parted especially when staff are trained in psychology tactics .
At least the call centres are no longer in Ukraine as the country is now rubble sadly"
266,@GILLderKUNDE,1 month ago,0,A friend of mine was scammed the same way. His intention was good. He just wanted to invest 8k to buy his mother a new car. In the end he lost 50k. This pretty much destroyed him ...
267,@KJ-js7pi,1 month ago,1,"Wow great journalism, thanks BBC!"
268,@SurfaceDweller,1 month ago,0,"The Spanish football fan didn't say ""it can damage us"", he said ""it damages us""."
269,@louisstennes3,1 month ago,1,"As an American the FBI, SEC and individual states all work together to try and enforce laws against fraud. I know Europeans  talk about their European Union (yes Britain left so I will leave them out). How come they are not all working together to help solve this problem. After all they have a common currency, freedom of travel and commerce amongst all members but when it comes to this they let individual countries go their own way. What is the benefit of the EU?"
270,@mikkoraassina,1 month ago,5,Thank you BBC! This is journalism as its best!
271,@DoneyDo,1 month ago,1,Best documentary of all time ever watched
272,@number_one_hater,1 month ago,0,"As a computer science major, I would love to work with the German prosecutors."
273,@paulmartin3296,1 month ago,1,"This is great work, but the problem being is you close 5, 10 more will open as there is plenty of people willing to do this work and plenty of people who will become the victims of these as well."
274,@Video2Webb,1 month ago,0,It will stop when people wise up through strong education efforts by many institutions. The fear of being scammed has to become much stronger than the desire to make money.
275,@hillsongunited604,1 month ago,1,"Thank you BBC 
I'm wondering how you did it and the government body of this world can't 
It's miserable"
276,@FinUgShiet,1 month ago,33,This is the kind of investigative journalism the best media houses around the world aim to produce. I gotta say BBC nailed it with this one. Almost on par with our finnish tax-paid media house YLE's journalism :)
277,@normsky5504,1 month ago,1,"When a victim supposedly made £85,000 in a weekend, then invested even more money, extreme greed was the driving force behind that decision.  More money than sense."
278,@highspiritz9,1 month ago,0,So much help from the British police despite all the evidence. People should collect their money back directly from the scammer.
279,@frankcarlos6762,1 month ago,0,God bless them
280,@lgc68,1 month ago,0,"Well, thank God something is being done!  
This woman is amazing!  Scammer payback.
️🇺🇸
For the record, the Bible says that the wealth of the wicked is laid up for the righteous I'm not sure when that exchanges going to happen but God promised it so Milton will be going down"
281,@francisbird6290,1 month ago,0,"Amy Goodman , your are the best at what you do ! Thankyou !"
282,@davidreason2783,1 month ago,9,"How pathetic or apathetic are the UK Govt and FCA in allowing these ""businesses"" to get a licence. 
Then not doing anything to assist its citizens and catch the scammers. This type of fraud will only get bigger and more frequent."
283,@RealStuntPanda,1 month ago,1,This is exactly what I've been saying for decades: paid endorsements are meaningless.
284,@garyjohnson1466,1 month ago,0,"Very interesting, isn’t Milton from the movie Devils advocate, Milton was the devil, and all the advocates were either related demons or very corrupt individuals unaware of who they actually worked for, which sounds exactly like this most fascinating documentary…"
285,@TamazTikanadze,1 month ago,1,"I am ashamed that i have government who covers that criminal organizations and criminals are in government itself, hope one day Georgia will be developed country member of european society.
thank you BBC for journalist investigation, maybe it helps to rase avereness among my society."
286,@chrilin5107,1 month ago,0,"6.09 I also paid for standing up for the young teens coming to Spain, lured by ads promising hourly pay + bonus and help with all paperwork (soc security, bank account etc) which was always delayed to check if they could meet targets...if not they were ""allowed"" to stay on until a new one could fill their seat...I was over heard telling one he could report them for not paying his salary and that interpreters are available (plus that I'd worked for these brothers before and how they kept changing name/location/clients + I hated it but had children to feed)...got fired and word spread so I couldn't get sales anymore  ...no great loss as I always hated it. But I only worked for 1 that actually scammed people (""selling time share"") that was the worst one, felt good karma leaving the weeks I was there...I've reported it. But nothing happened. Costa del sol is full of corruption and scams."
287,@michaeldrew3292,1 month ago,0,"Could somebody lawfully employed assess these criminal peoples finances, and their methods of affording such goods?"
288,@deserteagle7032,1 month ago,37,"I am in South Africa and my niece was scammed for the equalivant of 30k dollars. The bank refuses to information on who withdrew the money. According to our law even scammers have a right to privacy. So the police can not do anything because they have no access to information. As long as banks are not losing their money, they allow excessive overseas transfers even without  otherong to check."
289,@michaelsheridan5606,1 month ago,0,Were the Panama papers the real reason behind Brexit? Would love to see if Simona could investigate that.
290,@mohemmedansari8664,1 month ago,0,"Courageous and committed. 

Great reportage. 

Need to be careful."
291,@melissalee396,1 month ago,1,"Incredible!  Real life ""Jack Ryan"" of Tom Clancy investigation.  Great work!"
292,@phillipphil1615,1 month ago,2,"I'm not a financial expert, but sending money to someone on the phone promising insane returns is bonkers. No matter how many times their name appear on football jerseys."
293,@paulgee5068,1 month ago,0,brilliantly said looking forward to his response
294,@ujona,1 month ago,8,Bravo Simona!!!  Please need to smart about their money and never trust anyone who can provide huge returns in a short amount of time.  It is far better to just buy lottery tickets then to dealing with this hell.
295,@timoteusmanuel4854,1 month ago,1,"This was honestly a good job. To give us aweness on this. From Namibia, still I feel the pain those criminals have caused... I just wished this could be broadcast on news outlets to just to reach to many people in Europe mostly. 
They are comfortable in 18million houses while leaving out of people's misery. So sad... British must let David be extradited to Georgia where they're he should face trial before he hurts many people again. So it shows all those corruption allegations against him were true. He must face trial in his native country. 

Please keep up with this good work. You making a difference"
296,@optimoustaf,1 month ago,0,Remarkable investigative work
297,@chrisbronson5341,1 month ago,0,"WOW ...the guy is in witness protection and she managed to track him down????
Time to get some other kind of protection.."
298,@notalcno9,1 month ago,1,"Good work, Simona. Hope you find a light at the end of this murky tunnel."
299,@lead4you,1 month ago,0,"Problem is people are too easy to scam, people believe what they hear and see, My dad always told me believe none of what you hear, and half of what you see"
300,@vibe6711,1 month ago,75,I will never understands how governments handle these issues . I believe that high profile officials are involved in this scamming bussiness.
301,@Soul_Flow_,1 month ago,0,"They made a billion? Wow that's amazing. No wonder they are doing it, I would too if I know how to do it"
302,@LupuDaniel,1 month ago,0,Congrats guys. Keep grinding.
303,@NaTaS-,1 month ago,1,"""It doesn't take me no long..."" 28:45 

A year of amazing investigative journalism... and can't get an editor to pay attention."
304,@BigJokeMortgageBank,1 month ago,0,"Keep it simple: If you are not greedy, you'll never be scammed."
305,@stonehaven2289,1 month ago,1,I will NEVER be scammed by people like these...because I dont invest money with ANYONE...if you don't do that... you wont get scammed...too many people trying to make easy money get scammed by people actually making easy money
306,@zatoichison6420,1 month ago,11,"Why people are not happy with what they had and want more, and more, and more until they found one scammer to get his/her money ?? Greed is cancer to the bones. People should be grateful for what they have. Great journalism, learning every time ..."
307,@ethiopianlanguage,1 month ago,2,Great documentary!
308,@msveerose4738,1 month ago,1,Great journalism
309,@abtechgroup,1 month ago,0,Excellent work!
310,@martynbuchanan6830,1 month ago,0,Excellent journalism.
311,@Anonymous-wb6yj,1 month ago,0,Greed is the tool used by scammers and it is guaranteed to always work. Money is only made through hard work.
312,@davidjma7226,1 month ago,57,Legendary investigative journalism! Kudos!
313,@alichea5423,1 month ago,0,So what happens to all the football clubs who were sponsored by those schemers. Shouldn't these sponsored clubs also be responsible to represent these schemers? They took money so easily and led so many innocent people to be scammed
314,@Apocalypz,1 month ago,5,"Such amazing investigative work done by Simona Weinglass. Absolute hats off to her! Please though, please never allow her to narrate a video again as it sounds as though an ignorant, grade school student has been mixed with a Geiger counter. So unpleasant to hear, but the closed caption was extremely insightful."
315,@rupertjpb,1 month ago,0,Struggling to feel anything for the victims- Could this be greed karma..??
316,@s.a6668,1 month ago,1,Excellent work!
317,@MegaRugster,1 month ago,1,"The fact is, people are stupid and deserve their fate.  This goes both for scammers and victims alike.  My wife was scammed out of 5k£ I warned her repeatedly that she was being scammed and she didn't believe it, I reported the scammers to the police, it took them 2 years to verify the scam existed, only then, did she realise she'd been scammed.  There is nothing you can do about stupid people.  16:45 They blame Leeds United, but it was their own greed that lost them 340k in a week.  Noone else is to blame.  Besides the scammers obviously."
318,@NICO-Z-TRADER,1 month ago,14,"Interesting take ! Complex investigation. It sickens me all these scams. These are more sophisticated than the infamous Nigerian Prince. The fact that these scammers were confident enough to sponsor famous football clubs shows that something is profoundly wrong in our societies. On the contrary to what the guys says at the end, I think there is a way: develop wariness, spend time and money to teach kids, teenagers about these scams. We also need a serious work to explain the basics of investing, economy and finance to the mass of people. It is very important to make these scams less effective."
319,@dustinimbruglia192,1 month ago,300,"During a bear market, the headlines will focus on negative news, whether it's declining economic growth, geopolitical upheaval, cultural and legal turmoil, or some combination of all three. I listened to a podcast of someone that grew his reserve from $120k to almost $460k during this Red season, can you share tips on how to make such aggressive proceeds in short periods?"
320,@Greenz1100,1 month ago,0,"Mind blowing. England needs to step up, every minute someone there is being scammed. Step up England.."
321,@lowj7458,1 month ago,1,"5 years ago I took interest in forex trading and looked up some websites to explore possibilities of opening a trading account, so naturally these websites required my contact tel in order to register online. A day after that, I received a call from a person (British accent) from one of the websites. But the moment I learnt that I would have to transfer funds to their company’s even before I start trading, I knew it was a scam. After that, I kept getting calls from different countries which I declined answering."
322,@abeomar1859,1 month ago,0,"I always skeptical about these trade ( companies) because they promised more than they can do , I asked the question why they don't use their platforms to make money instead to invite others to do so . I wander why reputional media firms like Bloomberg keep advertising these  platforms !!"
323,@chrisphoenix115,1 month ago,0,scammers cleaning the world of idiots who always blame someone else and hate responsibility
324,@AnitaCorbett,1 month ago,7,"Thank you for your dedicated  honest hard work 
You deserve a medal"
325,@bastymanguy,1 month ago,0,I never understood investing (giving) my money to a company or organization for the purposes of trading in the stock market or crypto without me meeting someone in person. I’m either going to speak to the portfolio manager or the broker in person just before depositing my money into their trading account. Some people don’t then?
326,@moeothman6628,1 month ago,0,Part of me doesn’t feel sorry for the victims because had they applied common sense they would have been safe!
327,@rudejase,1 month ago,1,Wow? BBC is actually doing great journalism.
328,@mwmentor,1 month ago,0,"There is an old adage that goes along the lines of, ""If it sounds to good to be true, it probably is.""  I have to say that I have zero sympathy for someone who loses GBP341,000 in seven days - that speaks for itself and is justly deserved.  But I do have a problem with the little guys being scammed - that is just plain nasty.  So hopefully the big guys in the game will be stopped at some point and put where the keys won't ever be found again, or at least find themselves personally tied up in as much legal red tape as possible to ensure that they are never able to work at their games effectively ever again.  Or better yet, that they are caught at their own game.  That would be justice.  The only cautionary to bear in mind when someone bears the promise of gifts: don't get involved if the claims are unrealistic and do your due diligence... don't get scammed... it happens very easily and is usually a play on our own weaknesses..."
329,@jeffreysousa2372,1 month ago,2,This poor girl's really struggling to get through the script
330,@ninjo9895,1 month ago,30,Keep it up!!!!!! Scammers need to be brought to justice
331,@KingofKings-tx6cm,1 month ago,0,Respect to the people who sacrificed their health and life for their family in the C19 conspiracy
332,@jamesarmitage8399,1 month ago,0,It is up to the individual to search & check up on any company!!
333,@user-qo3fn2xl2x,1 month ago,0,I am beyond ashamed and do apologies for the harm caused
334,@hacercekil,1 month ago,1,Great job
335,@submission62,1 month ago,2,Great Documentary
336,@yveeriksson7437,1 month ago,61,"If something sounds too good to be true, it usually is. It doesn't get much worse than this."
337,@artoffact3482,1 month ago,13,"Other than Simona Weinglass' whiny voice, this was a great piece of investigative journalism."
338,@tomk.3428,1 month ago,0,"The only way to stop this stuff is to simplify the tax code.  Then, 20 years in prison for the entire executive staffs of the firms that knowingly sell the plans.  De-licensing the banking firms would also help!  Why was KPMG allowed to continue giving “tax advice” after the first issues were settled?"
339,@radurozor4742,1 month ago,0,The worse part is that Youtube are giving advertising space for this kind of scams
340,@davidemelia6296,1 month ago,0,"One very important part that you included, but really rushed past, was that the Georgian side wanted to extradite David Kezerashvili, but that he dodged that simply by claiming it was a 'politically motivated' case ... the UK prosecutors accepted that, in spite of the evidence submitted by the Georgian side, and blocked his extradition. Kezerashvili still lives in London, to this day. 

Would it not be accurate to say that his criminal activities were expedited and even protected by the United Kingdom?

And would it not be accurate to say that the biggest financial criminals, like Kezerashvili, can elude prosecution for their mass-scale crimes, and use the United Kingdom as a base for their criminal activities, by simply claiming to be victims of 'political persecution'?"
341,@jane4036,1 month ago,0,"Top hackers can locate where your money ends up. Banks can engage same, they do but say that they can't. 
Financial institutions are just as crooked and criminal."
342,@natashakharitonova6794,1 month ago,6,"Thank you, Simona. Wonderful job! Please do not give up, please carry on!"
343,@foxface6719,1 month ago,1,"I lived in the R of Georgia for nearly two years over covid, and it was very difficult. Listening to these accents is giving me flashbacks but it's a worthwhile watch."
344,@Mike-qq7tj,1 month ago,1,Leeds and Sevilla football clubs can't be blamed. They have steady high expenses and need sponsors to stay afloat.
345,@amuro9649,1 month ago,0,"Good work, thank you"
346,@John-fm4qy,1 month ago,0,"It is imperative to regulate the Digital Financial Platform in this globalisation setting. I would say technology is a double-edged sword. While our greed and laziness have always amplified the impact of the bad side, global actors, such as technical magnates, and the government should intervene, ensuring that money and others' individual property are sacredly inalienable."
347,@mmoniruzzaman3424,1 month ago,0,Great job. Everyday 100s of add pop ups on FB YouTube for signing up in trading platforms. Why these tech giants are promoting these scammers? Don’t they have any responsibility towards that? How this so called civil society works? One earns money while another snatch it.
348,@mustolourien5823,1 month ago,124,In simple words UK is responsible for protecting the main scammer.
349,@knowjamaica1602,1 month ago,0,There is a another group just like this in London I suspect is a scammer called TED. They do live trades but I’m not sure of the call center part.  Same high returns on your money and wallets that you can’t withdraw from.
350,@TomRauhe,1 month ago,0,"The lack of math in the general public to figure out that 1% per day is utterly ridiculous, let alone 90%, is stunning"
351,@vacsig1,1 month ago,0,"You can't just put the name of the channel after a shocking title like that, otherwise... oh, I knew BBC World Service was a scam to be honest."
352,@jennyeshed1045,1 month ago,0,"When  you say scamming scamming, what do you mean? These shell  companies were asking people to invest in their companies or buy shares? Can you explain what the scam actually was? The whole U.K. set up to bring down the scammers was really well done, but kindly explain the scam that eludes me please."
353,@philipjones3599,1 month ago,0,The fact they are targeting football fans tells me all i need to know.
354,@noninoni9962,1 month ago,12,"As long as there are greedy people in the world, like my 75 yr old neighbor who's always looking for that ""great deal"" or ""something for nothing"" (I no longer come running whenever she asks me to do something for her for free) and gets scammed regularly (until her kids finally took over her finances), there will be scammers, unfortunately."
355,@singloc3021,1 month ago,1,"Kleptopia!  Sad that people get ripped off and I'm not blaming the victims but you should always be weary of an amazing return.  Yes, they used soccer clubs to augment their credibility but with returns like 60%-80%, that's unreal.  Crypto leads the way with modern day scams.  You now have to file taxes if you own crypto smh!"
356,@Prince-xu3gj,1 month ago,0,"알고 먹는게 아니라 누가 고의적으로 식음료에 탄것을  점심,저녁등의 방식으로  먹게 만들어 일어나는범죄"
